crypto,hour,n_epochs,up_pct,entropy,edge,z_score,p_value,significant
sol,11,32,0.53125,0.9971803988942642,0.03125,0.35355339059327373,0.7236736098317631,False
sol,12,32,0.375,0.954434002924965,0.125,-1.414213562373095,0.15729920705028522,False
sol,13,32,0.59375,0.9744894033980523,0.09375,1.0606601717798212,0.2888443663464848,False
sol,14,32,0.5,1.0,0.0,0.0,1.0,False
sol,15,32,0.40625,0.9744894033980523,0.09375,-1.0606601717798212,0.2888443663464848,False
sol,16,32,0.40625,0.9744894033980523,0.09375,-1.0606601717798212,0.2888443663464848,False
sol,17,32,0.5,1.0,0.0,0.0,1.0,False
sol,18,32,0.625,0.954434002924965,0.125,1.414213562373095,0.15729920705028522,False
sol,19,32,0.53125,0.9971803988942642,0.03125,0.35355339059327373,0.7236736098317631,False
sol,20,32,0.53125,0.9971803988942642,0.03125,0.35355339059327373,0.7236736098317631,False
sol,21,28,0.5,1.0,0.0,0.0,1.0,False
sol,22,28,0.4642857142857143,0.996316519558962,0.0357142857142857,-0.3779644730092271,0.7054569861112734,False
sol,23,28,0.4642857142857143,0.996316519558962,0.0357142857142857,-0.3779644730092271,0.7054569861112734,False
xrp,0,28,0.39285714285714285,0.9666186325481027,0.10714285714285715,-1.133893419027682,0.25683925795785667,False
xrp,1,28,0.4642857142857143,0.996316519558962,0.0357142857142857,-0.3779644730092271,0.7054569861112734,False
xrp,2,28,0.35714285714285715,0.9402859586706311,0.14285714285714285,-1.511857892036909,0.1305700181157361,False
xrp,3,28,0.42857142857142855,0.9852281360342515,0.07142857142857145,-0.7559289460184547,0.4496917979688906,False
xrp,4,28,0.5,1.0,0.0,0.0,1.0,False
xrp,5,28,0.5357142857142857,0.996316519558962,0.0357142857142857,0.3779644730092271,0.7054569861112734,False
xrp,6,28,0.5,1.0,0.0,0.0,1.0,False
xrp,7,28,0.6428571428571429,0.9402859586706311,0.1428571428571429,1.5118578920369095,0.1305700181157361,False
xrp,8,29,0.4482758620689655,0.9922666387194963,0.051724137931034475,-0.5570860145311555,0.5774686624272998,False
xrp,9,32,0.6875,0.8960382325345574,0.1875,2.1213203435596424,0.03389485352468924,True
xrp,10,32,0.5625,0.9886994082884974,0.0625,0.7071067811865475,0.4795001221869535,False
xrp,11,32,0.59375,0.9744894033980523,0.09375,1.0606601717798212,0.2888443663464848,False
xrp,12,32,0.375,0.954434002924965,0.125,-1.414213562373095,0.15729920705028522,False
xrp,13,32,0.5625,0.9886994082884974,0.0625,0.7071067811865475,0.4795001221869535,False
xrp,14,32,0.5,1.0,0.0,0.0,1.0,False
xrp,15,32,0.40625,0.9744894033980523,0.09375,-1.0606601717798212,0.2888443663464848,False
xrp,16,32,0.46875,0.9971803988942642,0.03125,-0.35355339059327373,0.7236736098317631,False
xrp,17,32,0.5,1.0,0.0,0.0,1.0,False
xrp,18,32,0.5,1.0,0.0,0.0,1.0,False
xrp,19,32,0.40625,0.9744894033980523,0.09375,-1.0606601717798212,0.2888443663464848,False
xrp,20,32,0.53125,0.9971803988942642,0.03125,0.35355339059327373,0.7236736098317631,False
xrp,21,28,0.5714285714285714,0.9852281360342515,0.0714285714285714,0.7559289460184542,0.449691797968891,False
xrp,22,28,0.6071428571428571,0.9666186325481028,0.1071428571428571,1.1338934190276813,0.25683925795785667,False
xrp,23,28,0.4642857142857143,0.996316519558962,0.0357142857142857,-0.3779644730092271,0.7054569861112734,False
