crypto,epoch,order_parameter,susceptibility
btc,1970-01-01 00:00:01.767895200,0.08333333333333333,0.01588919082125605
btc,1970-01-01 00:00:01.767896100,0.08333333333333333,0.016857890499194856
btc,1970-01-01 00:00:01.767897000,0.0,0.016857890499194856
btc,1970-01-01 00:00:01.767897900,0.08333333333333333,0.017801429146537852
btc,1970-01-01 00:00:01.767898800,0.08333333333333333,0.01871980676328503
btc,1970-01-01 00:00:01.767899700,0.0,0.01871980676328503
btc,1970-01-01 00:00:01.767900600,0.08333333333333333,0.01987721417069244
btc,1970-01-01 00:00:01.767901500,0.08333333333333333,0.020518820450885676
btc,1970-01-01 00:00:01.767902400,0.08333333333333333,0.019814311594202903
btc,1970-01-01 00:00:01.767903300,0.08333333333333333,0.016857890499194846
btc,1970-01-01 00:00:01.767904200,0.16666666666666666,0.01429146537842189
btc,1970-01-01 00:00:01.767905100,0.16666666666666666,0.012970511272141693
btc,1970-01-01 00:00:01.767906000,0.16666666666666666,0.011020531400966167
btc,1970-01-01 00:00:01.767906900,0.08333333333333333,0.009548611111111091
btc,1970-01-01 00:00:01.767907800,0.16666666666666666,0.008441525764895309
btc,1970-01-01 00:00:01.767908700,0.16666666666666666,0.008252818035426707
btc,1970-01-01 00:00:01.767909600,0.25,0.008856682769726221
btc,1970-01-01 00:00:01.767910500,0.25,0.007535728663446025
btc,1970-01-01 00:00:01.767911400,0.16666666666666666,0.006441223832528148
btc,1970-01-01 00:00:01.767912300,0.16666666666666666,0.005120269726247953
btc,1970-01-01 00:00:01.767913200,0.16666666666666666,0.00471769323671494
btc,1970-01-01 00:00:01.767914100,0.16666666666666666,0.004214472624798675
btc,1970-01-01 00:00:01.767915000,0.08333333333333333,0.004214472624798675
btc,1970-01-01 00:00:01.767915900,0.0,0.004780595813204472
btc,1970-01-01 00:00:01.767916800,0.08333333333333333,0.004780595813204472
btc,1970-01-01 00:00:01.767917700,0.0,0.0053215579710144565
btc,1970-01-01 00:00:01.767918600,0.08333333333333333,0.004780595813204472
btc,1970-01-01 00:00:01.767919500,0.08333333333333333,0.004780595813204472
btc,1970-01-01 00:00:01.767920400,0.0,0.0053215579710144565
btc,1970-01-01 00:00:01.767921300,0.08333333333333333,0.004780595813204472
btc,1970-01-01 00:00:01.767922200,0.0,0.0053215579710144565
btc,1970-01-01 00:00:01.767923100,0.08333333333333333,0.0053215579710144565
btc,1970-01-01 00:00:01.767924000,0.16666666666666666,0.005384460547503989
btc,1970-01-01 00:00:01.767924900,0.16666666666666666,0.005422202093397708
btc,1970-01-01 00:00:01.767925800,0.08333333333333333,0.005384460547503989
btc,1970-01-01 00:00:01.767926700,0.0,0.005837359098228628
btc,1970-01-01 00:00:01.767927600,0.0,0.006189613526570014
btc,1970-01-01 00:00:01.767928500,0.0,0.0066299315619967455
btc,1970-01-01 00:00:01.767929400,0.0,0.006831219806763252
btc,1970-01-01 00:00:01.767930300,0.0,0.006931863929146507
btc,1970-01-01 00:00:01.767931200,-0.08333333333333333,0.0068312198067632555
btc,1970-01-01 00:00:01.767932100,0.0,0.005585748792270504
btc,1970-01-01 00:00:01.767933000,0.0,0.005233494363929121
btc,1970-01-01 00:00:01.767933900,-0.08333333333333333,0.005422202093397723
btc,1970-01-01 00:00:01.767934800,-0.08333333333333333,0.0053844605475040054
btc,1970-01-01 00:00:01.767935700,-0.08333333333333333,0.00512026972624797
btc,1970-01-01 00:00:01.767936600,-0.08333333333333333,0.00542220209339773
btc,1970-01-01 00:00:01.767937500,0.0,0.00542220209339773
btc,1970-01-01 00:00:01.767938400,-0.08333333333333333,0.005623490338164237
btc,1970-01-01 00:00:01.767939300,-0.08333333333333333,0.00598832528180353
btc,1970-01-01 00:00:01.767940200,-0.08333333333333333,0.0060386473429951595
btc,1970-01-01 00:00:01.767941100,-0.08333333333333333,0.0059883252818035354
btc,1970-01-01 00:00:01.767942000,-0.08333333333333333,0.006227355072463762
btc,1970-01-01 00:00:01.767942900,-0.16666666666666666,0.0067934782608695616
btc,1970-01-01 00:00:01.767943800,-0.16666666666666666,0.007648953301127212
btc,1970-01-01 00:00:01.767944700,-0.25,0.009057971014492756
btc,1970-01-01 00:00:01.767945600,-0.3333333333333333,0.010416666666666673
btc,1970-01-01 00:00:01.767946500,-0.25,0.009347322866344616
btc,1970-01-01 00:00:01.767947400,-0.25,0.009246678743961368
btc,1970-01-01 00:00:01.767948300,-0.25,0.009812801932367167
btc,1970-01-01 00:00:01.767949200,-0.25,0.01015247584541065
btc,1970-01-01 00:00:01.767950100,-0.16666666666666666,0.009649255233494388
btc,1970-01-01 00:00:01.767951000,-0.25,0.009611513687600671
btc,1970-01-01 00:00:01.767951900,-0.3333333333333333,0.010416666666666699
btc,1970-01-01 00:00:01.767952800,-0.25,0.010668276972624832
btc,1970-01-01 00:00:01.767953700,-0.25,0.00995118760064416
btc,1970-01-01 00:00:01.767954600,-0.16666666666666666,0.008743458132045129
btc,1970-01-01 00:00:01.767955500,-0.16666666666666666,0.008403784219001651
btc,1970-01-01 00:00:01.767956400,-0.16666666666666666,0.00803894927536236
btc,1970-01-01 00:00:01.767957300,-0.08333333333333333,0.00803894927536236
btc,1970-01-01 00:00:01.767958200,-0.08333333333333333,0.00803894927536236
btc,1970-01-01 00:00:01.767959100,-0.16666666666666666,0.006629931561996823
btc,1970-01-01 00:00:01.767960000,-0.16666666666666666,0.006189613526570094
btc,1970-01-01 00:00:01.767960900,-0.16666666666666666,0.005724134460547551
btc,1970-01-01 00:00:01.767961800,-0.16666666666666666,0.005233494363929195
btc,1970-01-01 00:00:01.767962700,-0.16666666666666666,0.0047176932367150246
btc,1970-01-01 00:00:01.767963600,-0.08333333333333333,0.0047176932367150246
btc,1970-01-01 00:00:01.767964500,-0.08333333333333333,0.005233494363929194
btc,1970-01-01 00:00:01.767965400,-0.08333333333333333,0.005724134460547549
btc,1970-01-01 00:00:01.767966300,0.0,0.007045088566827737
btc,1970-01-01 00:00:01.767967200,0.0,0.007246376811594238
btc,1970-01-01 00:00:01.767968100,0.0,0.00803894927536235
btc,1970-01-01 00:00:01.767969000,0.0,0.008605072463768142
btc,1970-01-01 00:00:01.767969900,0.08333333333333333,0.01021537842190018
btc,1970-01-01 00:00:01.767970800,0.08333333333333333,0.011423107890499206
btc,1970-01-01 00:00:01.767971700,0.08333333333333333,0.01297051127214171
btc,1970-01-01 00:00:01.767972600,0.08333333333333333,0.013473731884057968
btc,1970-01-01 00:00:01.767973500,0.08333333333333333,0.0120269726247987
btc,1970-01-01 00:00:01.767974400,0.08333333333333333,0.011624396135265681
btc,1970-01-01 00:00:01.767975300,0.0,0.010152475845410604
btc,1970-01-01 00:00:01.767976200,0.0,0.009649255233494336
btc,1970-01-01 00:00:01.767977100,0.08333333333333333,0.009611513687600612
btc,1970-01-01 00:00:01.767978000,0.0,0.008856682769726213
btc,1970-01-01 00:00:01.767978900,-0.08333333333333333,0.008856682769726213
btc,1970-01-01 00:00:01.767979800,0.0,0.008743458132045053
btc,1970-01-01 00:00:01.767980700,0.08333333333333333,0.00825281803542669
btc,1970-01-01 00:00:01.767981600,0.08333333333333333,0.007535728663446008
btc,1970-01-01 00:00:01.767982500,0.08333333333333333,0.006592190016103008
btc,1970-01-01 00:00:01.767983400,0.08333333333333333,0.005422202093397689
btc,1970-01-01 00:00:01.767984300,0.08333333333333333,0.004025764895330051
btc,1970-01-01 00:00:01.767985200,0.0,0.0035099637681158783
btc,1970-01-01 00:00:01.767986100,0.0,0.002969001610305893
btc,1970-01-01 00:00:01.767987000,0.08333333333333333,0.0024154589371979994
btc,1970-01-01 00:00:01.767987900,0.08333333333333333,0.002402878421900091
btc,1970-01-01 00:00:01.767988800,0.16666666666666666,0.0029060990338163513
btc,1970-01-01 00:00:01.767989700,0.16666666666666666,0.0033086755233493596
btc,1970-01-01 00:00:01.767990600,0.16666666666666666,0.003610607890499115
btc,1970-01-01 00:00:01.767991500,0.16666666666666666,0.004025764895330031
btc,1970-01-01 00:00:01.767992400,0.16666666666666666,0.004415760869565134
btc,1970-01-01 00:00:01.767993300,0.16666666666666666,0.004780595813204424
btc,1970-01-01 00:00:01.767994200,0.16666666666666666,0.005120269726247901
btc,1970-01-01 00:00:01.767995100,0.25,0.00632799919484693
btc,1970-01-01 00:00:01.767996000,0.16666666666666666,0.006592190016102968
btc,1970-01-01 00:00:01.767996900,0.25,0.0072337962962962
btc,1970-01-01 00:00:01.767997800,0.16666666666666666,0.006931863929146439
btc,1970-01-01 00:00:01.767998700,0.16666666666666666,0.007045088566827597
btc,1970-01-01 00:00:01.767999600,0.25,0.0072337962962961905
btc,1970-01-01 00:00:01.768000500,0.3333333333333333,0.007045088566827584
btc,1970-01-01 00:00:01.768001400,0.25,0.006629931561996661
btc,1970-01-01 00:00:01.768002300,0.16666666666666666,0.006441223832528061
btc,1970-01-01 00:00:01.768003200,0.16666666666666666,0.0062273550724636475
btc,1970-01-01 00:00:01.768004100,0.25,0.006327999194846896
btc,1970-01-01 00:00:01.768005000,0.25,0.006327999194846893
btc,1970-01-01 00:00:01.768005900,0.16666666666666666,0.005988325281803412
btc,1970-01-01 00:00:01.768006800,0.25,0.004818337359098093
btc,1970-01-01 00:00:01.768007700,0.3333333333333333,0.004113828502415317
btc,1970-01-01 00:00:01.768008600,0.3333333333333333,0.004227053140096471
btc,1970-01-01 00:00:01.768009500,0.25,0.003572866344605323
btc,1970-01-01 00:00:01.768010400,0.25,0.0035099637681157885
btc,1970-01-01 00:00:01.768011300,0.25,0.00342190016103044
btc,1970-01-01 00:00:01.768012200,0.25,0.003308675523349279
btc,1970-01-01 00:00:01.768013100,0.25,0.003170289855072305
btc,1970-01-01 00:00:01.768014000,0.16666666666666666,0.003170289855072305
btc,1970-01-01 00:00:01.768014900,0.16666666666666666,0.003170289855072305
btc,1970-01-01 00:00:01.768015800,0.16666666666666666,0.003170289855072305
btc,1970-01-01 00:00:01.768016700,0.16666666666666666,0.0033086755233492793
btc,1970-01-01 00:00:01.768017600,0.16666666666666666,0.0033086755233492793
btc,1970-01-01 00:00:01.768018500,0.16666666666666666,0.003421900161030441
btc,1970-01-01 00:00:01.768019400,0.16666666666666666,0.003421900161030441
btc,1970-01-01 00:00:01.768020300,0.08333333333333333,0.004113828502415306
btc,1970-01-01 00:00:01.768021200,0.08333333333333333,0.004818337359098079
btc,1970-01-01 00:00:01.768022100,0.08333333333333333,0.004780595813204366
btc,1970-01-01 00:00:01.768023000,0.16666666666666666,0.004717693236714835
btc,1970-01-01 00:00:01.768023900,0.25,0.004780595813204366
btc,1970-01-01 00:00:01.768024800,0.25,0.0048183373590980835
btc,1970-01-01 00:00:01.768025700,0.16666666666666666,0.004780595813204366
btc,1970-01-01 00:00:01.768026600,0.16666666666666666,0.004717693236714835
btc,1970-01-01 00:00:01.768027500,0.16666666666666666,0.004717693236714835
btc,1970-01-01 00:00:01.768028400,0.16666666666666666,0.004629629629629491
btc,1970-01-01 00:00:01.768029300,0.08333333333333333,0.0042144726247985796
btc,1970-01-01 00:00:01.768030200,0.08333333333333333,0.0035728663446053487
btc,1970-01-01 00:00:01.768031100,0.16666666666666666,0.003308675523349312
btc,1970-01-01 00:00:01.768032000,0.16666666666666666,0.003019323671497462
btc,1970-01-01 00:00:01.768032900,0.08333333333333333,0.00296900161030584
btc,1970-01-01 00:00:01.768033800,0.08333333333333333,0.002818035426730965
btc,1970-01-01 00:00:01.768034700,0.0,0.0033086755233493275
btc,1970-01-01 00:00:01.768035600,0.08333333333333333,0.003421900161030489
btc,1970-01-01 00:00:01.768036500,0.08333333333333333,0.003509963768115838
btc,1970-01-01 00:00:01.768037400,0.08333333333333333,0.0035728663446053725
btc,1970-01-01 00:00:01.768038300,0.08333333333333333,0.0036106078904990947
btc,1970-01-01 00:00:01.768039200,0.16666666666666666,0.0036106078904990947
btc,1970-01-01 00:00:01.768040100,0.08333333333333333,0.003623188405797004
btc,1970-01-01 00:00:01.768041000,0.16666666666666666,0.003623188405797004
btc,1970-01-01 00:00:01.768041900,0.25,0.004176731078904889
btc,1970-01-01 00:00:01.768042800,0.16666666666666666,0.004113828502415354
btc,1970-01-01 00:00:01.768043700,0.16666666666666666,0.004025764895330005
btc,1970-01-01 00:00:01.768044600,0.08333333333333333,0.004113828502415354
btc,1970-01-01 00:00:01.768045500,0.0,0.00422705314009652
btc,1970-01-01 00:00:01.768046400,0.08333333333333333,0.003572866344605381
btc,1970-01-01 00:00:01.768047300,0.08333333333333333,0.0035099637681158505
btc,1970-01-01 00:00:01.768048200,0.0,0.003912540257648867
btc,1970-01-01 00:00:01.768049100,0.08333333333333333,0.003774154589371897
btc,1970-01-01 00:00:01.768050000,0.0,0.004025764895330033
btc,1970-01-01 00:00:01.768050900,0.08333333333333333,0.004025764895330033
btc,1970-01-01 00:00:01.768051800,0.08333333333333333,0.004025764895330033
btc,1970-01-01 00:00:01.768052700,0.0,0.004176731078904916
btc,1970-01-01 00:00:01.768053600,-0.08333333333333333,0.005120269726247919
btc,1970-01-01 00:00:01.768054500,0.0,0.0053844605475039595
btc,1970-01-01 00:00:01.768055400,0.0,0.005623490338164187
btc,1970-01-01 00:00:01.768056300,0.08333333333333333,0.0053844605475039595
btc,1970-01-01 00:00:01.768057200,0.08333333333333333,0.0053844605475039595
btc,1970-01-01 00:00:01.768058100,0.0,0.005623490338164187
btc,1970-01-01 00:00:01.768059000,0.08333333333333333,0.005623490338164187
btc,1970-01-01 00:00:01.768059900,0.08333333333333333,0.005623490338164187
btc,1970-01-01 00:00:01.768060800,0.08333333333333333,0.005233494363929084
btc,1970-01-01 00:00:01.768061700,0.08333333333333333,0.005233494363929084
btc,1970-01-01 00:00:01.768062600,0.08333333333333333,0.0048183373590981685
btc,1970-01-01 00:00:01.768063500,0.08333333333333333,0.003308675523349381
btc,1970-01-01 00:00:01.768064400,0.16666666666666666,0.003308675523349381
btc,1970-01-01 00:00:01.768065300,0.16666666666666666,0.003308675523349381
btc,1970-01-01 00:00:01.768066200,0.16666666666666666,0.0037741545893719233
btc,1970-01-01 00:00:01.768067100,0.16666666666666666,0.004025764895330051
btc,1970-01-01 00:00:01.768068000,0.08333333333333333,0.004025764895330051
btc,1970-01-01 00:00:01.768068900,0.16666666666666666,0.004415760869565154
btc,1970-01-01 00:00:01.768069800,0.16666666666666666,0.004516404991948402
btc,1970-01-01 00:00:01.768070700,0.16666666666666666,0.004830917874396065
btc,1970-01-01 00:00:01.768071600,0.25,0.005623490338164175
btc,1970-01-01 00:00:01.768072500,0.25,0.006629931561996699
btc,1970-01-01 00:00:01.768073400,0.25,0.0075357286634459685
btc,1970-01-01 00:00:01.768074300,0.3333333333333333,0.00904539049919475
btc,1970-01-01 00:00:01.768075200,0.4166666666666667,0.01055505233494353
btc,1970-01-01 00:00:01.768076100,0.4166666666666667,0.01263083735909811
btc,1970-01-01 00:00:01.768077000,0.4166666666666667,0.014077596618357354
btc,1970-01-01 00:00:01.768077900,0.3333333333333333,0.014643719806763144
btc,1970-01-01 00:00:01.768078800,0.25,0.014291465378421754
btc,1970-01-01 00:00:01.768079700,0.3333333333333333,0.013285024154589216
btc,1970-01-01 00:00:01.768080600,0.25,0.012630837359098068
btc,1970-01-01 00:00:01.768081500,0.16666666666666666,0.011964070048309017
btc,1970-01-01 00:00:01.768082400,0.08333333333333333,0.011964070048309017
btc,1970-01-01 00:00:01.768083300,0.16666666666666666,0.011272141706924154
btc,1970-01-01 00:00:01.768084200,0.16666666666666666,0.010555052334943473
btc,1970-01-01 00:00:01.768085100,0.08333333333333333,0.010555052334943473
btc,1970-01-01 00:00:01.768086000,0.08333333333333333,0.011272141706924154
btc,1970-01-01 00:00:01.768086900,0.08333333333333333,0.011964070048309017
btc,1970-01-01 00:00:01.768087800,0.08333333333333333,0.012630837359098068
btc,1970-01-01 00:00:01.768088700,0.08333333333333333,0.013272443639291307
btc,1970-01-01 00:00:01.768089600,0.08333333333333333,0.013272443639291307
btc,1970-01-01 00:00:01.768090500,0.08333333333333333,0.01388888888888873
btc,1970-01-01 00:00:01.768091400,0.08333333333333333,0.014480173107890343
btc,1970-01-01 00:00:01.768092300,0.08333333333333333,0.015046296296296145
btc,1970-01-01 00:00:01.768093200,0.08333333333333333,0.015499194847020786
btc,1970-01-01 00:00:01.768094100,0.0,0.016895632045088423
btc,1970-01-01 00:00:01.768095000,-0.08333333333333333,0.019613023349436258
btc,1970-01-01 00:00:01.768095900,-0.08333333333333333,0.02093397745571646
btc,1970-01-01 00:00:01.768096800,-0.08333333333333333,0.01987721417069232
btc,1970-01-01 00:00:01.768097700,-0.16666666666666666,0.019613023349436293
btc,1970-01-01 00:00:01.768098600,-0.08333333333333333,0.01659369967793872
btc,1970-01-01 00:00:01.768099500,0.0,0.014077596618357408
btc,1970-01-01 00:00:01.768100400,0.0,0.01283212560386466
btc,1970-01-01 00:00:01.768101300,0.0,0.009611513687600578
btc,1970-01-01 00:00:01.768102200,0.0,0.007837661030595754
btc,1970-01-01 00:00:01.768103100,0.08333333333333333,0.007196054750402519
btc,1970-01-01 00:00:01.768104000,0.08333333333333333,0.007196054750402519
btc,1970-01-01 00:00:01.768104900,0.08333333333333333,0.006529287439613472
btc,1970-01-01 00:00:01.768105800,0.08333333333333333,0.005837359098228611
btc,1970-01-01 00:00:01.768106700,0.16666666666666666,0.006529287439613472
btc,1970-01-01 00:00:01.768107600,0.08333333333333333,0.006529287439613472
btc,1970-01-01 00:00:01.768108500,0.0,0.0064412238325281266
btc,1970-01-01 00:00:01.768109400,0.08333333333333333,0.0064412238325281266
btc,1970-01-01 00:00:01.768110300,0.08333333333333333,0.0064412238325281266
btc,1970-01-01 00:00:01.768111200,0.16666666666666666,0.0071331521739129876
btc,1970-01-01 00:00:01.768112100,0.08333333333333333,0.0071331521739129876
btc,1970-01-01 00:00:01.768113000,0.16666666666666666,0.007799919484702035
btc,1970-01-01 00:00:01.768113900,0.16666666666666666,0.008441525764895269
btc,1970-01-01 00:00:01.768114800,0.08333333333333333,0.008441525764895269
btc,1970-01-01 00:00:01.768115700,0.16666666666666666,0.009045390499194781
btc,1970-01-01 00:00:01.768116600,0.16666666666666666,0.008856682769726178
btc,1970-01-01 00:00:01.768117500,0.16666666666666666,0.008441525764895253
btc,1970-01-01 00:00:01.768118400,0.08333333333333333,0.007435084541062721
btc,1970-01-01 00:00:01.768119300,0.16666666666666666,0.005120269726247899
btc,1970-01-01 00:00:01.768120200,0.08333333333333333,0.0038118961352656077
btc,1970-01-01 00:00:01.768121100,0.08333333333333333,0.0034219001610305013
btc,1970-01-01 00:00:01.768122000,0.08333333333333333,0.0030067431561995816
btc,1970-01-01 00:00:01.768122900,0.0,0.0030067431561995816
btc,1970-01-01 00:00:01.768123800,0.0,0.0030067431561995816
btc,1970-01-01 00:00:01.768124700,0.0,0.0034219001610305013
btc,1970-01-01 00:00:01.768125600,0.0,0.0038118961352656077
btc,1970-01-01 00:00:01.768126500,0.0,0.004176731078904901
btc,1970-01-01 00:00:01.768127400,-0.08333333333333333,0.005434782608695565
btc,1970-01-01 00:00:01.768128300,-0.08333333333333333,0.0062273550724636865
btc,1970-01-01 00:00:01.768129200,-0.08333333333333333,0.007233796296296218
btc,1970-01-01 00:00:01.768130100,-0.08333333333333333,0.008001207729468522
btc,1970-01-01 00:00:01.768131000,-0.08333333333333333,0.008856682769726175
btc,1970-01-01 00:00:01.768131900,-0.08333333333333333,0.009611513687600574
btc,1970-01-01 00:00:01.768132800,-0.08333333333333333,0.009649255233494301
btc,1970-01-01 00:00:01.768133700,0.0,0.009611513687600581
btc,1970-01-01 00:00:01.768134600,0.0,0.008856682769726188
btc,1970-01-01 00:00:01.768135500,0.0,0.008001207729468543
btc,1970-01-01 00:00:01.768136400,0.0,0.00783766103059576
btc,1970-01-01 00:00:01.768137300,-0.08333333333333333,0.007196054750402528
btc,1970-01-01 00:00:01.768138200,-0.08333333333333333,0.006327999194846978
btc,1970-01-01 00:00:01.768139100,-0.08333333333333333,0.005233494363929109
btc,1970-01-01 00:00:01.768140000,0.0,0.004818337359098193
btc,1970-01-01 00:00:01.768140900,0.0,0.0033086755233494042
btc,1970-01-01 00:00:01.768141800,0.08333333333333333,0.0033086755233494042
btc,1970-01-01 00:00:01.768142700,0.08333333333333333,0.0033086755233494042
btc,1970-01-01 00:00:01.768143600,0.08333333333333333,0.0033086755233494042
btc,1970-01-01 00:00:01.768144500,0.16666666666666666,0.004818337359098193
btc,1970-01-01 00:00:01.768145400,0.16666666666666666,0.006227355072463729
btc,1970-01-01 00:00:01.768146300,0.16666666666666666,0.007535728663446012
btc,1970-01-01 00:00:01.768147200,0.25,0.010215378421900113
btc,1970-01-01 00:00:01.768148100,0.25,0.012668578904991895
btc,1970-01-01 00:00:01.768149000,0.3333333333333333,0.016254025764895267
btc,1970-01-01 00:00:01.768149900,0.25,0.017461755233494296
btc,1970-01-01 00:00:01.768150800,0.3333333333333333,0.019914955716586073
btc,1970-01-01 00:00:01.768151700,0.3333333333333333,0.021739130434782518
btc,1970-01-01 00:00:01.768152600,0.25,0.021537842190016008
btc,1970-01-01 00:00:01.768153500,0.3333333333333333,0.022229770531400864
btc,1970-01-01 00:00:01.768154400,0.25,0.021122685185185074
btc,1970-01-01 00:00:01.768155300,0.25,0.02093397745571647
btc,1970-01-01 00:00:01.768156200,0.16666666666666666,0.020078502415458818
btc,1970-01-01 00:00:01.768157100,0.16666666666666666,0.019122383252817912
btc,1970-01-01 00:00:01.768158000,0.25,0.018405293880837233
btc,1970-01-01 00:00:01.768158900,0.25,0.015889190821255905
btc,1970-01-01 00:00:01.768159800,0.25,0.012970511272141569
btc,1970-01-01 00:00:01.768160700,0.16666666666666666,0.009611513687600501
btc,1970-01-01 00:00:01.768161600,0.08333333333333333,0.008441525764895185
btc,1970-01-01 00:00:01.768162500,0.0,0.008441525764895185
btc,1970-01-01 00:00:01.768163400,0.0,0.0096115136876005
btc,1970-01-01 00:00:01.768164300,0.0,0.010756340579710002
btc,1970-01-01 00:00:01.768165200,0.0,0.01187600644122369
btc,1970-01-01 00:00:01.768166100,-0.08333333333333333,0.015084037842189878
btc,1970-01-01 00:00:01.768167000,0.0,0.01649305555555542
btc,1970-01-01 00:00:01.768167900,0.0,0.01780142914653771
btc,1970-01-01 00:00:01.768168800,-0.08333333333333333,0.02011624396135253
btc,1970-01-01 00:00:01.768169700,-0.08333333333333333,0.02202848228663434
btc,1970-01-01 00:00:01.768170600,-0.08333333333333333,0.022342995169082006
btc,1970-01-01 00:00:01.768171500,-0.08333333333333333,0.02334943639291454
btc,1970-01-01 00:00:01.768172400,-0.08333333333333333,0.022531702898550617
btc,1970-01-01 00:00:01.768173300,0.0,0.020216888083735805
btc,1970-01-01 00:00:01.768174200,0.08333333333333333,0.01890851449275352
